scenario,slice,metric,agent_a,agent_b,mean_a,mean_b,paired_mean_difference,ci_lower,ci_upper,p_raw,cohen_dz,n_seeds
treatment_allocation_confounding,overall,fairness_gap_ses,causal_light,stability_filtered,0.029540538523128174,0.009468123617313754,0.02007241490581442,0.015634012065024218,0.024510817746604623,0.00048828125,2.873421913265819,12
treatment_allocation_confounding,normal,success_rate,causal_light,stability_filtered,0.7098333333333334,0.6785000000000001,0.031333333333333296,0.004515650417221663,0.05815101624944493,0.0302734375,0.7423553431227844,12
treatment_allocation_confounding,normal,near_optimal_rate,causal_light,stability_filtered,0.9958333333333332,0.9951666666666666,0.0006666666666666673,-0.002329855890870595,0.00366318922420393,0.6796875,0.14135711759841155,12
treatment_allocation_confounding,normal,avg_cost,causal_light,stability_filtered,0.35870833333333324,0.361475,-0.002766666666666716,-0.05819884006119245,0.05266550672785902,0.92333984375,-0.03171183858208224,12
treatment_allocation_confounding,normal,fairness_gap_ses,causal_light,stability_filtered,0.044166135760856096,0.021093769598970316,0.023072366161885783,0.016583188530364612,0.029561543793406954,0.00048828125,2.259066234061633,12
treatment_allocation_confounding,surface_shift,success_rate,causal_light,stability_filtered,0.7141666666666665,0.6831666666666666,0.030999999999999955,0.0010511086997987765,0.06094889130020113,0.04833984375,0.6576690973211328,12
treatment_allocation_confounding,surface_shift,near_optimal_rate,causal_light,stability_filtered,0.99825,0.9974166666666666,0.000833333333333334,-0.0009603567027953601,0.0026270233694620283,0.37890625,0.29518742300808587,12
treatment_allocation_confounding,surface_shift,avg_cost,causal_light,stability_filtered,0.3458249999999999,0.35131249999999997,-0.005487500000000037,-0.06310539791344756,0.052130397913447486,0.83984375,-0.060512293670460376,12
treatment_allocation_confounding,surface_shift,fairness_gap_ses,causal_light,stability_filtered,0.016862288114299528,0.01710513497191832,-0.00024284685761879424,-0.004002841502844464,0.003517147787606876,0.8837890625,-0.04103663609994629,12
treatment_allocation_confounding,adversarial,success_rate,causal_light,stability_filtered,0.6960000000000001,0.6813333333333333,0.014666666666666625,-0.015263020469135842,0.04459635380246909,0.31884765625,0.31135492235061224,12
treatment_allocation_confounding,adversarial,near_optimal_rate,causal_light,stability_filtered,0.9915000000000003,0.9927499999999999,-0.0012500000000000011,-0.00496593751953861,0.0024659375195386075,0.4990234375,-0.2137312871877292,12
treatment_allocation_confounding,adversarial,avg_cost,causal_light,stability_filtered,0.3794041666666666,0.3592125,0.020191666666666615,-0.03684065138559755,0.07722398471893077,0.45458984375,0.22494566896048684,12
treatment_allocation_confounding,adversarial,fairness_gap_ses,causal_light,stability_filtered,0.050582978451983375,0.013753279935111365,0.036829698516872005,0.02675144763244479,0.04690794940129922,0.00048828125,2.3218784985014036,12
treatment_allocation_confounding,degradation,success_rate_drop,causal_light,stability_filtered,0.013833333333333336,-0.0028333333333333357,0.016666666666666673,0.003915066470901767,0.02941826686243158,0.013671875,0.830444385506942,12
treatment_allocation_confounding,degradation,fairness_gap_increase,causal_light,stability_filtered,0.006416842691127276,-0.00734048966385895,0.01375733235498623,0.0014062192671498892,0.02610844544282257,0.037109375,0.7077088432997275,12
treatment_allocation_confounding,degradation,near_optimal_rate_drop,causal_light,stability_filtered,0.0043333333333333375,0.002416666666666669,0.0019166666666666683,-0.0016923870475022281,0.005525720380835565,0.30078125,0.33742692604748026,12
treatment_allocation_confounding,overall,success_rate,causal_light,structural_causal,0.7066666666666666,0.7071666666666666,-0.0004999999999999912,-0.024245639403319183,0.023245639403319203,0.96484375,-0.01337866032024615,12
treatment_allocation_confounding,overall,near_optimal_rate,causal_light,structural_causal,0.9951944444444444,0.9945277777777778,0.0006666666666666673,-0.0013364509169918556,0.0026697842503251904,0.517578125,0.2114602732299197,12
treatment_allocation_confounding,overall,avg_cost,causal_light,structural_causal,0.3613125,0.2769111111111111,0.08440138888888886,0.030884824346274257,0.13791795343150345,0.0087890625,1.0020464603196175,12
treatment_allocation_confounding,overall,fairness_gap_ses,causal_light,structural_causal,0.029540538523128174,0.008826340589847057,0.02071419793328112,0.016572537895629905,0.024855857970932333,0.00048828125,3.1777532063171727,12
treatment_allocation_confounding,normal,success_rate,causal_light,structural_causal,0.7098333333333334,0.703,0.006833333333333321,-0.015383691951159868,0.029050358617826507,0.5078125,0.1954218806439068,12
treatment_allocation_confounding,normal,near_optimal_rate,causal_light,structural_causal,0.9958333333333332,0.9942500000000001,0.0015833333333333348,-0.0015930337261643769,0.004759700392831047,0.35791015625,0.3167146573719004,12
treatment_allocation_confounding,normal,avg_cost,causal_light,structural_causal,0.35870833333333324,0.2642,0.0945083333333333,0.0414259988106796,0.147590667855987,0.00537109375,1.1312187140954864,12
treatment_allocation_confounding,normal,fairness_gap_ses,causal_light,structural_causal,0.044166135760856096,0.018206603800395637,0.025959531960460466,0.01655108812678742,0.03536797579413351,0.00146484375,1.753095410515215,12
treatment_allocation_confounding,surface_shift,success_rate,causal_light,structural_causal,0.7141666666666665,0.7045833333333333,0.009583333333333305,-0.017478368708663705,0.036645035375330315,0.45751953125,0.22500282850324022,12
treatment_allocation_confounding,surface_shift,near_optimal_rate,causal_light,structural_causal,0.99825,0.9950833333333332,0.0031666666666666696,0.0009026660912430312,0.005430667242090308,0.0126953125,0.8886941247777431,12
